channel_order,channel_name,program_order,program_title,start_time_raw,end_time_raw,is_new,is_live
144,ENCRWST,1,Shotgun,1:21 PM,2:42 PM,False,False
144,ENCRWST,2,Don Ricardo Returns,2:42 PM,3:51 PM,False,False
145,MGM+,1,The Westies,1:05 PM,1:55 PM,False,False
145,MGM+,2,A House on the Bayou,1:55 PM,3:25 PM,False,False
145,MGM+,3,There's Something Wrong with the Children,3:25 PM,5:00 PM,False,False
146,MGM+DRV,1,The Legend of Bagger Vance,1:25 PM,3:35 PM,False,False
147,MGM+HIT,1,Boo! A Madea Halloween,12:20 PM,2:05 PM,False,False
147,MGM+HIT,2,"LaRoy, Texas",2:05 PM,4:00 PM,False,False
148,MGM+MAR,1,The Keep,1:25 PM,3:05 PM,False,False
148,MGM+MAR,2,Audrey Rose,3:05 PM,5:00 PM,False,False
